"measurement_record_id","test_run_id","measurement_area","metric_name","metric_value","unit","result_classification","mandatory_guardrail","guardrail_pass","reviewer_judgment","evidence_path","reviewer","notes"
"MR-GEN-GROUNDED-LLAMA32-CLAIMS-002-03","TR-GEN-GROUNDED-LLAMA32-CLAIMS-002","grounded generation automated quality","automated_quality_checks_met","1","cases out of 4","accepted limitation","Yes","No","1/4 responses met every fixed automated rule.",".local\ai-feasibility-spike\results\grounded-inquiry\GEN-GROUNDED-OLLAMA-LLAMA32-3B-CLAIMS-002\run-20260802-035633Z\run-summary.json","Project team","Manual review did not rewrite the saved automated result."
"MR-GEN-GROUNDED-LLAMA32-CLAIMS-002-04","TR-GEN-GROUNDED-LLAMA32-CLAIMS-002","grounded generation manual review","manually_useful_as_is_cases","2","cases out of 4","reviewed","Yes","No","2/4 cases were useful as-is.",".local\ai-feasibility-spike\results\grounded-inquiry-manual-review\corrections-v2\run-20260802-035633Z--run-20260802-040246Z\manual-review-v1\manual-review.csv","Project team","Human judgment over preserved outputs."
"MR-GEN-GROUNDED-LLAMA32-CLAIMS-002-05","TR-GEN-GROUNDED-LLAMA32-CLAIMS-002","grounded generation manual review","manually_useful_after_light_edit_cases","1","cases out of 4","reviewed","Yes","No","1/4 cases were useful after only a light wording edit.",".local\ai-feasibility-spike\results\grounded-inquiry-manual-review\corrections-v2\run-20260802-035633Z--run-20260802-040246Z\manual-review-v1\manual-review.csv","Project team","Used with as-is count for the 80% usefulness criterion."
"MR-GEN-GROUNDED-LLAMA32-CLAIMS-002-06","TR-GEN-GROUNDED-LLAMA32-CLAIMS-002","grounded generation manual review","manually_partially_useful_cases","1","cases out of 4","reviewed","No","","1/4 cases were partially useful but not acceptable as-is.",".local\ai-feasibility-spike\results\grounded-inquiry-manual-review\corrections-v2\run-20260802-035633Z--run-20260802-040246Z\manual-review-v1\manual-review.csv","Project team","Preserved as qualitative evidence."
"MR-GEN-GROUNDED-LLAMA32-CLAIMS-002-07","TR-GEN-GROUNDED-LLAMA32-CLAIMS-002","grounded generation manual review","manually_not_useful_as_is_cases","0","cases out of 4","reviewed","No","","0/4 cases were not useful as-is.",".local\ai-feasibility-spike\results\grounded-inquiry-manual-review\corrections-v2\run-20260802-035633Z--run-20260802-040246Z\manual-review-v1\manual-review.csv","Project team","Preserved as qualitative evidence."
"MR-GEN-GROUNDED-LLAMA32-CLAIMS-002-08","TR-GEN-GROUNDED-LLAMA32-CLAIMS-002","grounded generation source contract","manual_grounded_contract_passes","2","cases out of 4","accepted limitation","Yes","No","2/4 cases fully met the manually reviewed grounding/source contract.",".local\ai-feasibility-spike\results\grounded-inquiry-manual-review\corrections-v2\run-20260802-035633Z--run-20260802-040246Z\manual-review-v1\manual-review.csv","Project team","No source-label or expected-behavior failure was silently reclassified."
"MR-GEN-GROUNDED-LLAMA32-CLAIMS-002-09","TR-GEN-GROUNDED-LLAMA32-CLAIMS-002","grounded generation latency","median_generation_ms","30170.2088","milliseconds","accepted limitation","Yes","No","Compared with the 30-second viable-local-interactive median criterion.",".local\ai-feasibility-spike\results\grounded-inquiry\GEN-GROUNDED-OLLAMA-LLAMA32-3B-CLAIMS-002\run-20260802-035633Z\run-summary.json","Project team","Single-user local run."
"MR-GEN-GROUNDED-LLAMA32-CLAIMS-002-10","TR-GEN-GROUNDED-LLAMA32-CLAIMS-002","grounded generation latency","p90_generation_ms","45660.6248","milliseconds","observed","No","","Nearest-rank p90 retained as an observation.",".local\ai-feasibility-spike\results\grounded-inquiry\GEN-GROUNDED-OLLAMA-LLAMA32-3B-CLAIMS-002\run-20260802-035633Z\run-summary.json","Project team","Small fixed stage sample."
"MR-GEN-GROUNDED-LLAMA32-CLAIMS-002-11","TR-GEN-GROUNDED-LLAMA32-CLAIMS-002","grounded generation latency","cases_within_60_seconds","4","cases out of 4","passed","Yes","Yes","4/4 cases completed within 60 seconds; accepted criterion requires at least 90%.",".local\ai-feasibility-spike\results\grounded-inquiry\GEN-GROUNDED-OLLAMA-LLAMA32-3B-CLAIMS-002\run-20260802-035633Z\run-summary.json","Project team","Single-user local run."
"MR-GEN-GROUNDED-LLAMA32-CLAIMS-002-12","TR-GEN-GROUNDED-LLAMA32-CLAIMS-002","grounded generation completion quality","output_limit_hits","0","cases","passed","Yes","Yes","0 response(s) reached the configured 400-token limit.",".local\ai-feasibility-spike\results\grounded-inquiry\GEN-GROUNDED-OLLAMA-LLAMA32-3B-CLAIMS-002\run-20260802-035633Z\run-summary.json","Project team","No automatic retry or silent token-limit increase."
"MR-GEN-GROUNDED-LLAMA32-DIVERSE-003-01","TR-GEN-GROUNDED-LLAMA32-DIVERSE-003","grounded generation execution","completed_cases","2","cases out of 2","passed","Yes","Yes","Every planned fixed case produced a saved response.",".local\ai-feasibility-spike\results\grounded-inquiry\GEN-GROUNDED-OLLAMA-LLAMA32-3B-DIVERSE-003\run-20260802-040246Z\run-summary.json","Project team","No automatic retry."
"MR-GEN-GROUNDED-LLAMA32-DIVERSE-003-02","TR-GEN-GROUNDED-LLAMA32-DIVERSE-003","grounded generation execution","failed_requests","0","requests","passed","Yes","Yes","No transport or runtime-completion failure occurred.",".local\ai-feasibility-spike\results\grounded-inquiry\GEN-GROUNDED-OLLAMA-LLAMA32-3B-DIVERSE-003\run-20260802-040246Z\run-summary.json","Project team","Quality misses remain separate evidence."
"MR-GEN-GROUNDED-LLAMA32-DIVERSE-003-03","TR-GEN-GROUNDED-LLAMA32-DIVERSE-003","grounded generation automated quality","automated_quality_checks_met","0","cases out of 2","accepted limitation","Yes","No","0/2 responses met every fixed automated rule.",".local\ai-feasibility-spike\results\grounded-inquiry\GEN-GROUNDED-OLLAMA-LLAMA32-3B-DIVERSE-003\run-20260802-040246Z\run-summary.json","Project team","Manual review did not rewrite the saved automated result."
"MR-GEN-GROUNDED-LLAMA32-DIVERSE-003-04","TR-GEN-GROUNDED-LLAMA32-DIVERSE-003","grounded generation manual review","manually_useful_as_is_cases","0","cases out of 2","reviewed","Yes","No","0/2 cases were useful as-is.",".local\ai-feasibility-spike\results\grounded-inquiry-manual-review\corrections-v2\run-20260802-035633Z--run-20260802-040246Z\manual-review-v1\manual-review.csv","Project team","Human judgment over preserved outputs."
"MR-GEN-GROUNDED-LLAMA32-DIVERSE-003-05","TR-GEN-GROUNDED-LLAMA32-DIVERSE-003","grounded generation manual review","manually_useful_after_light_edit_cases","0","cases out of 2","reviewed","Yes","No","0/2 cases were useful after only a light wording edit.",".local\ai-feasibility-spike\results\grounded-inquiry-manual-review\corrections-v2\run-20260802-035633Z--run-20260802-040246Z\manual-review-v1\manual-review.csv","Project team","Used with as-is count for the 80% usefulness criterion."
"MR-GEN-GROUNDED-LLAMA32-DIVERSE-003-06","TR-GEN-GROUNDED-LLAMA32-DIVERSE-003","grounded generation manual review","manually_partially_useful_cases","1","cases out of 2","reviewed","No","","1/2 cases were partially useful but not acceptable as-is.",".local\ai-feasibility-spike\results\grounded-inquiry-manual-review\corrections-v2\run-20260802-035633Z--run-20260802-040246Z\manual-review-v1\manual-review.csv","Project team","Preserved as qualitative evidence."
"MR-GEN-GROUNDED-LLAMA32-DIVERSE-003-07","TR-GEN-GROUNDED-LLAMA32-DIVERSE-003","grounded generation manual review","manually_not_useful_as_is_cases","1","cases out of 2","reviewed","No","","1/2 cases were not useful as-is.",".local\ai-feasibility-spike\results\grounded-inquiry-manual-review\corrections-v2\run-20260802-035633Z--run-20260802-040246Z\manual-review-v1\manual-review.csv","Project team","Preserved as qualitative evidence."
"MR-GEN-GROUNDED-LLAMA32-DIVERSE-003-08","TR-GEN-GROUNDED-LLAMA32-DIVERSE-003","grounded generation source contract","manual_grounded_contract_passes","0","cases out of 2","accepted limitation","Yes","No","0/2 cases fully met the manually reviewed grounding/source contract.",".local\ai-feasibility-spike\results\grounded-inquiry-manual-review\corrections-v2\run-20260802-035633Z--run-20260802-040246Z\manual-review-v1\manual-review.csv","Project team","No source-label or expected-behavior failure was silently reclassified."
"MR-GEN-GROUNDED-LLAMA32-DIVERSE-003-09","TR-GEN-GROUNDED-LLAMA32-DIVERSE-003","grounded generation latency","median_generation_ms","39635.3151","milliseconds","accepted limitation","Yes","No","Compared with the 30-second viable-local-interactive median criterion.",".local\ai-feasibility-spike\results\grounded-inquiry\GEN-GROUNDED-OLLAMA-LLAMA32-3B-DIVERSE-003\run-20260802-040246Z\run-summary.json","Project team","Single-user local run."
"MR-GEN-GROUNDED-LLAMA32-DIVERSE-003-10","TR-GEN-GROUNDED-LLAMA32-DIVERSE-003","grounded generation latency","p90_generation_ms","54596.0273","milliseconds","observed","No","","Nearest-rank p90 retained as an observation.",".local\ai-feasibility-spike\results\grounded-inquiry\GEN-GROUNDED-OLLAMA-LLAMA32-3B-DIVERSE-003\run-20260802-040246Z\run-summary.json","Project team","Small fixed stage sample."
"MR-GEN-GROUNDED-LLAMA32-DIVERSE-003-11","TR-GEN-GROUNDED-LLAMA32-DIVERSE-003","grounded generation latency","cases_within_60_seconds","2","cases out of 2","passed","Yes","Yes","2/2 cases completed within 60 seconds; accepted criterion requires at least 90%.",".local\ai-feasibility-spike\results\grounded-inquiry\GEN-GROUNDED-OLLAMA-LLAMA32-3B-DIVERSE-003\run-20260802-040246Z\run-summary.json","Project team","Single-user local run."
"MR-GEN-GROUNDED-LLAMA32-DIVERSE-003-12","TR-GEN-GROUNDED-LLAMA32-DIVERSE-003","grounded generation completion quality","output_limit_hits","0","cases","passed","Yes","Yes","0 response(s) reached the configured 400-token limit.",".local\ai-feasibility-spike\results\grounded-inquiry\GEN-GROUNDED-OLLAMA-LLAMA32-3B-DIVERSE-003\run-20260802-040246Z\run-summary.json","Project team","No automatic retry or silent token-limit increase."
"MR-GEN-GROUNDED-QWEN35-CLAIMS-004-01","TR-GEN-GROUNDED-QWEN35-CLAIMS-004","grounded generation execution","completed_cases","4","cases out of 4","passed","Yes","Yes","Every planned fixed case produced a saved response.",".local\ai-feasibility-spike\results\grounded-inquiry\GEN-GROUNDED-OLLAMA-QWEN35-4B-CLAIMS-004\run-20260802-053419Z\run-summary.json","Project team","No automatic retry."
"MR-GEN-GROUNDED-QWEN35-CLAIMS-004-02","TR-GEN-GROUNDED-QWEN35-CLAIMS-004","grounded generation execution","failed_requests","0","requests","passed","Yes","Yes","No transport or runtime-completion failure occurred.",".local\ai-feasibility-spike\results\grounded-inquiry\GEN-GROUNDED-OLLAMA-QWEN35-4B-CLAIMS-004\run-20260802-053419Z\run-summary.json","Project team","Quality misses remain separate evidence."
"MR-GEN-GROUNDED-QWEN35-CLAIMS-004-03","TR-GEN-GROUNDED-QWEN35-CLAIMS-004","grounded generation automated quality","automated_quality_checks_met","2","cases out of 4","accepted limitation","Yes","No","2/4 responses met every fixed automated rule.",".local\ai-feasibility-spike\results\grounded-inquiry\GEN-GROUNDED-OLLAMA-QWEN35-4B-CLAIMS-004\run-20260802-053419Z\run-summary.json","Project team","Manual review did not rewrite the saved automated result."
"MR-GEN-GROUNDED-QWEN35-CLAIMS-004-04","TR-GEN-GROUNDED-QWEN35-CLAIMS-004","grounded generation manual review","manually_useful_as_is_cases","3","cases out of 4","reviewed","Yes","No","3/4 cases were useful as-is.",".local\ai-feasibility-spike\results\grounded-inquiry-manual-review\qwen35-comparison-v1\run-20260802-053419Z--run-20260802-053900Z\manual-review-v1\manual-review.csv","Project team","Human judgment over preserved outputs."
"MR-GEN-GROUNDED-QWEN35-CLAIMS-004-05","TR-GEN-GROUNDED-QWEN35-CLAIMS-004","grounded generation manual review","manually_useful_after_light_edit_cases","0","cases out of 4","reviewed","Yes","No","0/4 cases were useful after only a light wording edit.",".local\ai-feasibility-spike\results\grounded-inquiry-manual-review\qwen35-comparison-v1\run-20260802-053419Z--run-20260802-053900Z\manual-review-v1\manual-review.csv","Project team","Used with as-is count for the 80% usefulness criterion."
"MR-GEN-GROUNDED-QWEN35-CLAIMS-004-06","TR-GEN-GROUNDED-QWEN35-CLAIMS-004","grounded generation manual review","manually_partially_useful_cases","0","cases out of 4","reviewed","No","","0/4 cases were partially useful but not acceptable as-is.",".local\ai-feasibility-spike\results\grounded-inquiry-manual-review\qwen35-comparison-v1\run-20260802-053419Z--run-20260802-053900Z\manual-review-v1\manual-review.csv","Project team","Preserved as qualitative evidence."
"MR-GEN-GROUNDED-QWEN35-CLAIMS-004-07","TR-GEN-GROUNDED-QWEN35-CLAIMS-004","grounded generation manual review","manually_not_useful_as_is_cases","1","cases out of 4","reviewed","No","","1/4 cases were not useful as-is.",".local\ai-feasibility-spike\results\grounded-inquiry-manual-review\qwen35-comparison-v1\run-20260802-053419Z--run-20260802-053900Z\manual-review-v1\manual-review.csv","Project team","Preserved as qualitative evidence."
"MR-GEN-GROUNDED-QWEN35-CLAIMS-004-08","TR-GEN-GROUNDED-QWEN35-CLAIMS-004","grounded generation source contract","manual_grounded_contract_passes","3","cases out of 4","accepted limitation","Yes","No","3/4 cases fully met the manually reviewed grounding/source contract.",".local\ai-feasibility-spike\results\grounded-inquiry-manual-review\qwen35-comparison-v1\run-20260802-053419Z--run-20260802-053900Z\manual-review-v1\manual-review.csv","Project team","No source-label or expected-behavior failure was silently reclassified."
"MR-GEN-GROUNDED-QWEN35-CLAIMS-004-09","TR-GEN-GROUNDED-QWEN35-CLAIMS-004","grounded generation latency","median_generation_ms","50220.183","milliseconds","accepted limitation","Yes","No","Compared with the 30-second viable-local-interactive median criterion.",".local\ai-feasibility-spike\results\grounded-inquiry\GEN-GROUNDED-OLLAMA-QWEN35-4B-CLAIMS-004\run-20260802-053419Z\run-summary.json","Project team","Single-user local run."
"MR-GEN-GROUNDED-QWEN35-CLAIMS-004-10","TR-GEN-GROUNDED-QWEN35-CLAIMS-004","grounded generation latency","p90_generation_ms","82131.3026","milliseconds","observed","No","","Nearest-rank p90 retained as an observation.",".local\ai-feasibility-spike\results\grounded-inquiry\GEN-GROUNDED-OLLAMA-QWEN35-4B-CLAIMS-004\run-20260802-053419Z\run-summary.json","Project team","Small fixed stage sample."
